competitor_id,name,country,country_code,abbreviation
sr:competitor:305558,"Roncadelli, Franco",Uruguay,URY,RON
sr:competitor:452767,"Cuenin, Sean",France,FRA,CUE
sr:competitor:208165,"Fomin, Sergey",Uzbekistan,UZB,FOM
sr:competitor:441534,"Krumich, Martin",Czechia,CZE,KRU
sr:competitor:496346,"Stricker, Dominic",Switzerland,CHE,STR
sr:competitor:685469,"Kasnikowski, Maks",Poland,POL,KAS
sr:competitor:574371,"Torres, Juan Bautista",Argentina,ARG,TOR
sr:competitor:342826,"Trotter, James Kent",Japan,JPN,TRO
sr:competitor:205773,"Sanchez Jover, Carlos",Spain,ESP,SAN
sr:competitor:785974,"La Serna, Juan Manuel",Argentina,ARG,LA
sr:competitor:130436,"Habib, Hady",Lebanon,LBN,HAB
sr:competitor:97647,"Kwon, Soonwoo",Republic of Korea,KOR,KWON
sr:competitor:387066,"Forejtek, Jonas",Czechia,CZE,FOR
sr:competitor:240916,"Erhard, Mathys",France,FRA,ERH
sr:competitor:655825,"Paris, Tom",France,FRA,PAR
sr:competitor:583711,"Xilas, Ioannis",Greece,GRC,XIL
sr:competitor:145122,"Martineau, Matteo",France,FRA,MAR
sr:competitor:303862,"Johns, Garrett",USA,USA,JOH
sr:competitor:620338,"Sharipov, Marat",Neutral,,SHA
sr:competitor:131442,"Mmoh, Michael",USA,USA,MMO
sr:competitor:152864,"Prihodko, Oleg",Ukraine,UKR,PRI
sr:competitor:163996,"Wu, Tung-Lin",Chinese Taipei,TPE,TUN
sr:competitor:312088,"Ilagan, Andre",USA,USA,ILA
sr:competitor:219534,"Broska, Florian",Germany,DEU,BRO
sr:competitor:791648,"Piraino, Gabriele",Italy,ITA,PIR
sr:competitor:262679,"Gray, Alastair",Great Britain,GBR,GRA
sr:competitor:220932,"Shin, Sanhui",Republic of Korea,KOR,SHI
sr:competitor:210592,"Ribeiro, Eduardo",Brazil,BRA,RIB
sr:competitor:53483,"Masur, Daniel",Germany,DEU,MAS
sr:competitor:205767,"Cretu, Cezar (2001)",Romania,ROU,CRE
sr:competitor:80665,"Polmans, Marc",Australia,AUS,POL
sr:competitor:660427,"Milavsky, Daniel",USA,USA,MIL
sr:competitor:50847,"Yevseyev, Denis",Kazakhstan,KAZ,YEV
sr:competitor:530313,"Perot, Raphael",France,FRA,PER
sr:competitor:85877,"Villanueva, Gonzalo",Argentina,ARG,VIL
sr:competitor:675129,"Bielinskyi, Viacheslav",Ukraine,UKR,BIE
sr:competitor:745797,"Brunold, Mika",Switzerland,CHE,BRU
sr:competitor:177686,"Barranco Cosano, Javier",Spain,ESP,BAR
sr:competitor:516848,"Bicknell, Blaise",Jamaica,JAM,BIC
sr:competitor:904525,"Svajda, Trevor",USA,USA,SVA
sr:competitor:14414,"Gasquet, Richard",France,FRA,GAS
sr:competitor:228372,"Soriano Barrera, Adria",Colombia,COL,SOR
sr:competitor:312728,"Stewart, Hamish",Great Britain,GBR,STE
sr:competitor:422993,"Alcala Gurri, Max",Spain,ESP,ALC
sr:competitor:915433,"Matsuoka, Hayato",Japan,JPN,MAT
sr:competitor:268441,"Gadamauri, Buvaysar",Belgium,BEL,GAD
sr:competitor:853643,"Romano, Filippo",Italy,ITA,ROM
sr:competitor:265559,"Arnaboldi, Federico",Italy,ITA,ARN
sr:competitor:123694,"Brancaccio, Raul",Italy,ITA,BRA
sr:competitor:57155,"Jorda Sanchis, David",Spain,ESP,JOR
sr:competitor:211992,"Alkaya, Mert",Turkiye,TUR,ALK
sr:competitor:79467,"Jasika, Omar",Australia,AUS,JAS
sr:competitor:617530,"Wallin, Olle",Sweden,SWE,WAL
sr:competitor:1141275,"Kouame, Moise",France,FRA,KOU
sr:competitor:245779,"Martin, Dan",Canada,CAN,MAR
sr:competitor:250231,"Shimizu, Yuta",Japan,JPN,SHI
sr:competitor:307112,"Erel, Yanki",Turkiye,TUR,ERE
sr:competitor:983475,"Ribecai, Michele",Italy,ITA,RIB
sr:competitor:38183,"Bagnis, Facundo",Argentina,ARG,BAG
sr:competitor:206879,"Eubanks, Christopher",USA,USA,EUB
sr:competitor:605854,"Maxted, Lui",Great Britain,GBR,MAX
sr:competitor:135778,"Poullain, Lucas",France,FRA,POU
sr:competitor:51100,"Roca Batalla, Oriol",Spain,ESP,ROC
sr:competitor:457059,"Montes-de la Torre, Inaki",Spain,ESP,MON
sr:competitor:686911,"Poljicak, Mili",Croatia,HRV,POL
sr:competitor:126402,"Denolly, Corentin",France,FRA,DEN
sr:competitor:16822,"Ramos-Vinolas, Albert",Spain,ESP,RAM
sr:competitor:861461,"Caniato, Carlo Alberto",Italy,ITA,CAN
sr:competitor:283423,"Palosi, Stefan",Romania,ROU,PAL
sr:competitor:423131,"Picchione, Andrea",Italy,ITA,PIC
sr:competitor:652290,"Ambrogi, Luciano Emanuel",Argentina,ARG,AMB
sr:competitor:598418,"Banerjee, Samir",USA,USA,BAN
sr:competitor:83211,"Chung, Hyeon",Republic of Korea,KOR,CHU
sr:competitor:229024,"Zahraj, Patrick",Germany,DEU,ZAH
sr:competitor:983487,"Faurel, Thomas",France,FRA,FAU
sr:competitor:24415,"Martin, Andrej",Slovakia,SVK,MAR
sr:competitor:313891,"Weber, Arthur",France,FRA,WEB
sr:competitor:193824,"Guerrieri, Andrea",Italy,ITA,GUE
sr:competitor:242556,"McHugh, Aidan",Great Britain,GBR,MCH
sr:competitor:628218,"Karol, Milos",Slovakia,SVK,KAR
sr:competitor:15733,"Nishikori, Kei",Japan,JPN,NIS
sr:competitor:92667,"Castelnuovo, Luca",Switzerland,CHE,CAS
sr:competitor:920395,"Shah, Aryan",India,IND,SHA
sr:competitor:190062,"Chepelev, Andrey",Neutral,,CHE
sr:competitor:809322,"Shick, Braden",USA,USA,SHI
sr:competitor:1021133,"Milic, Ognjen",Serbia,SRB,MIL
sr:competitor:134602,"Perez, Alfredo",USA,USA,PER
sr:competitor:215492,"Cui, Jie",China,CHN,CUI
sr:competitor:412813,"Martinez, Alex",Spain,ESP,MAR
sr:competitor:280449,"Samrej, Kasidit",Thailand,THA,SAM
sr:competitor:111857,"Ursu, Vadym",Ukraine,UKR,URS
sr:competitor:65576,"Sakamoto, Pedro",Brazil,BRA,SAK
sr:competitor:55745,"Negritu, Christoph",Germany,DEU,NEG
sr:competitor:231192,"Molleker, Rudolf",Germany,DEU,MOL
sr:competitor:269535,"Potenza, Luca",Italy,ITA,POT
sr:competitor:839014,"Friend, Jay",Japan,JPN,HAR
sr:competitor:49417,"Tu, Li",Australia,AUS,TUL
sr:competitor:54975,"Casanova, Hernan",Argentina,ARG,CAS
sr:competitor:272281,"Compagnucci, Tommaso",Italy,ITA,COM
sr:competitor:152898,"Gengel, Marek",Czechia,CZE,GEN
sr:competitor:262865,"Shiraishi, Hikaru",Japan,JPN,SHI
sr:competitor:588075,"Blanch, Dali",USA,USA,BLA
sr:competitor:172482,"Dougaz, Aziz",Tunisia,TUN,DOU
sr:competitor:844730,"Estevez, Juan",Argentina,ARG,EST
sr:competitor:353586,"Fenty, Andrew",USA,USA,FEN
sr:competitor:873679,"Bondioli, Federico",Italy,ITA,BON
sr:competitor:52462,"Vatutin, Alexey",Neutral,,VAT
sr:competitor:353548,"Hernandez, Alex",Mexico,MEX,HER
sr:competitor:927487,"Loge, Jack",Belgium,BEL,LOG
sr:competitor:66002,"Lokoli, Laurent",France,FRA,LOK
sr:competitor:780796,"Feldbausch, Kilian",Switzerland,CHE,FEL
sr:competitor:863263,"Gulin, Svyatoslav",Neutral,,GUL
sr:competitor:280601,"Oberleitner, Neil",Austria,AUT,OBE
sr:competitor:783794,"Singh, Karan (IND)",India,IND,SIN
sr:competitor:44547,"Albot, Radu",Moldova,MDA,ALB
sr:competitor:165234,"Vasa, Eero",Finland,FIN,VAS
sr:competitor:645452,"Nesterov, Pyotr",Bulgaria,BGR,NES
sr:competitor:345060,"Kingsley, Cannon",USA,USA,KIN
sr:competitor:56361,"Sels, Jelle",Netherlands,NLD,SEL
sr:competitor:48632,"Daniel, Taro",Japan,JPN,DAN
sr:competitor:96239,"Durasovic, Viktor",Norway,NOR,DUR
sr:competitor:364992,"Fellin, Pietro Orlando",Italy,ITA,FEL
sr:competitor:269571,"Moeller, Marvin",Germany,DEU,MOE
sr:competitor:103313,"Langmo, Christian",USA,USA,LAN
sr:competitor:404811,"Donnet, Etienne",France,FRA,DON
sr:competitor:671229,"Winter, Edward",Australia,AUS,WIN
sr:competitor:318567,"Vandermeersch, Cyril",France,FRA,VAN
sr:competitor:369630,"Strombachs, Robert",Germany,DEU,STR
sr:competitor:900139,"Dhamne, Manas",India,IND,DHA
sr:competitor:224024,"Alvarez Varona, Nicolas",Spain,ESP,ALV
sr:competitor:32466,"Moriya, Hiroki",Japan,JPN,MOR
sr:competitor:723013,"Pokorny, Lukas",Slovakia,SVK,POK
sr:competitor:498580,"Aboian, Valerio",Argentina,ARG,ABO
sr:competitor:508496,"Wiskandt, Max",Germany,DEU,WIS
sr:competitor:378320,"Story, James",Great Britain,GBR,STO
sr:competitor:833442,"Schiessl, Joao Eduardo",Brazil,BRA,SCH
sr:competitor:494844,"Binda, Alexandr",Italy,ITA,BIN
sr:competitor:460963,"Ferrari, Gianmarco",Italy,ITA,FER
sr:competitor:310968,"Bouzige, Moerani",Australia,AUS,BOU
sr:competitor:119140,"Ellis, Blake",Australia,AUS,ELL
sr:competitor:49663,"Escoffier, Antoine",France,FRA,ESC
sr:competitor:51309,"Cid Subervi, Roberto",Dominican Republic,DOM,CID
sr:competitor:283965,"Suresh, Dhakshineswar",India,IND,SUR
sr:competitor:106153,"Dalla Valle, Enrico",Italy,ITA,DAL
sr:competitor:328985,"Maloney, Patrick",USA,USA,MAL
sr:competitor:369572,"Boulais, Justin",Canada,CAN,BOU
sr:competitor:319243,"Kumasaka, Takuya",Japan,JPN,KUM
sr:competitor:375550,"Zakaria, Faris",Egypt,EGY,ZAK
sr:competitor:15858,"Elias, Gastao",Portugal,PRT,ELI
sr:competitor:837590,"Arutiunian, Erik",Belarus,BLR,ARU
sr:competitor:727361,"Sorger, Sebastian",Austria,AUT,SOR
sr:competitor:983047,"Carboni, Lorenzo",Italy,ITA,CAR
sr:competitor:813476,"Artnak, Bor",Slovenia,SVN,ART
sr:competitor:907007,"Berkieta, Tomasz",Poland,POL,BER
sr:competitor:49660,"Peliwo, Filip",Poland,POL,PEL
sr:competitor:99377,"Kestelboim, Mariano",Argentina,ARG,KES
sr:competitor:440160,"Moroni, Filippo",Italy,ITA,MOR
sr:competitor:637610,"Overbeck, Carl Emil",Denmark,DNK,OVE
sr:competitor:364934,"Obradovic, Dusan",Serbia,SRB,OBR
sr:competitor:108565,"Zapata Miralles, Bernabe",Spain,ESP,ZAP
sr:competitor:220590,"Huang, Tsung-Hao",Chinese Taipei,TPE,HUA
sr:competitor:871807,"Searle, Henry",Great Britain,GBR,SEA
sr:competitor:779248,"Pieri, Samuele",Italy,ITA,PIE
sr:competitor:303808,"Nijboer, Ryan",Netherlands,NLD,NIJ
sr:competitor:637536,"Thanos, Aristotelis",Greece,GRC,THA
sr:competitor:729741,"Pieczkowski, Olaf",Poland,POL,PIE
sr:competitor:917723,"Malige, Mae",France,FRA,MAL
sr:competitor:757506,"Catry, Robin",France,FRA,CAT
sr:competitor:214184,"Lopez Montagud, Carlos",Spain,ESP,LOP
sr:competitor:157754,"Sabalenka, Aryna",Neutral,,SAB
sr:competitor:186312,"Rybakina, Elena",Kazakhstan,KAZ,RYB
sr:competitor:274013,"Swiatek, Iga",Poland,POL,SWI
sr:competitor:373352,"Gauff, Coco",USA,USA,GAU
sr:competitor:44834,"Pegula, Jessica",USA,USA,PEG
sr:competitor:281189,"Anisimova, Amanda",USA,USA,ANI
sr:competitor:69208,"Paolini, Jasmine",Italy,ITA,PAO
sr:competitor:51293,"Svitolina, Elina",Ukraine,UKR,SVI
sr:competitor:813176,"Mboko, Victoria",Canada,CAN,MBO
sr:competitor:871583,"Andreeva, Mirra",Neutral,,AND
sr:competitor:67759,"Alexandrova, Ekaterina",Neutral,,ALE
sr:competitor:63957,"Bencic, Belinda",Switzerland,CHE,BEN
sr:competitor:401055,"Noskova, Linda",Czechia,CZE,NOS
sr:competitor:85077,"Muchova, Karolina",Czechia,CZE,MUC
sr:competitor:66476,"Osaka, Naomi",Japan,JPN,OSA
sr:competitor:329535,"Tauson, Clara",Denmark,DNK,TAU
sr:competitor:914135,"Jovic, Iva",USA,USA,JOV
sr:competitor:35424,"Keys, Madison",USA,USA,KEY
sr:competitor:78551,"Mertens, Elise",Belgium,BEL,MER
sr:competitor:588071,"Shnaider, Diana",Neutral,,SHN
sr:competitor:179146,"Kalinskaya, Anna",Neutral,,KAL
sr:competitor:128584,"Samsonova, Liudmila",Neutral,,SAM
sr:competitor:352782,"Raducanu, Emma",Great Britain,GBR,RAD
sr:competitor:64496,"Ostapenko, Jelena",Latvia,LVA,OST
sr:competitor:289507,"Fernandez, Leylah",Canada,CAN,FER
sr:competitor:348760,"Zheng, Qinwen",China,CHN,ZHE
sr:competitor:228418,"Navarro, Emma",USA,USA,NAV
sr:competitor:278887,"Kostyuk, Marta",Ukraine,UKR,KOS
sr:competitor:627278,"Eala, Alexandra",Philippines,PHL,EAL
sr:competitor:99131,"Bucsa, Cristina",Spain,ESP,BUC
sr:competitor:776340,"Joint, Maya",Australia,AUS,JOI
sr:competitor:105463,"Bouzkova, Marie",Czechia,CZE,BOU
sr:competitor:65950,"Sakkari, Maria",Greece,GRC,SAK
sr:competitor:272217,"Wang, Xinyu",China,CHN,WAN
sr:competitor:19728,"Cirstea, Sorana",Romania,ROU,CIR
sr:competitor:72758,"Cristian, Jaqueline",Romania,ROU,CRI
sr:competitor:71250,"Frech, Magdalena",Poland,POL,FRE
sr:competitor:466689,"Boisson, Lois",France,FRA,BOI
sr:competitor:261583,"Li, Ann",USA,USA,ANN
sr:competitor:460837,"Tjen, Janice",Indonesia,IDN,TJE
sr:competitor:741433,"Bejlek, Sara",Czechia,CZE,BEJ
sr:competitor:72376,"Siniakova, Katerina",Czechia,CZE,SIN
sr:competitor:152804,"Vondrousova, Marketa",Czechia,CZE,VON
sr:competitor:373354,"Cocciaretto, Elisabetta",Italy,ITA,COC
sr:competitor:319455,"Baptiste, Hailey",USA,USA,BAP
sr:competitor:91960,"Kenin, Sofia",USA,USA,KEN
sr:competitor:360038,"Stearns, Peyton",USA,USA,STE
sr:competitor:405057,"Bouzas Maneiro, Jessica",Spain,ESP,BOU
sr:competitor:728549,"Valentova, Tereza",Czechia,CZE,VAL
sr:competitor:42289,"Linette, Magda",Poland,POL,LIN
sr:competitor:287769,"Kessler, McCartney",USA,USA,KES
sr:competitor:60398,"Krejcikova, Barbora",Czechia,CZE,KRE
sr:competitor:37508,"Siegemund, Laura",Germany,DEU,SIE
sr:competitor:192108,"Yastremska, Dayana",Ukraine,UKR,YAS
sr:competitor:577513,"Ruzic, Antonia",Croatia,HRV,RUZ
sr:competitor:459013,"Kartal, Sonay",Great Britain,GBR,KAR
sr:competitor:66968,"Kudermetova, Veronika",Neutral,,KUD
sr:competitor:242630,"Osorio, Camila",Colombia,COL,OSO
sr:competitor:19520,"Maria, Tatjana",Germany,DEU,MAR
sr:competitor:246905,"Gracheva, Varvara",France,FRA,GRA
sr:competitor:19607,"Zhang, Shuai",China,CHN,ZHA
sr:competitor:406199,"Jacquemot, Elsa",France,FRA,JAC
sr:competitor:504238,"Sierra, Solana",Argentina,ARG,SIE
sr:competitor:132370,"Kasatkina, Daria",Australia,AUS,KAS
sr:competitor:150574,"Bondar, Anna",Hungary,HUN,BON
sr:competitor:325729,"Oliynykova, Oleksandra",Ukraine,UKR,OLI
sr:competitor:62924,"Boulter, Katie",Great Britain,GBR,BOU
sr:competitor:534045,"Gibson, Talia",Australia,AUS,GIB
sr:competitor:59702,"Haddad Maia, Beatriz",Brazil,BRA,HAD
sr:competitor:105099,"Birrell, Kimberly",Australia,AUS,BIR
sr:competitor:445421,"Selekhmeteva, Oksana",Neutral,,SEL
sr:competitor:242602,"McNally, Caty",USA,USA,MCC
sr:competitor:103901,"Ruse, Elena-Gabriela",Romania,ROU,RUS
sr:competitor:341112,"Zakharova, Anastasia",Neutral,,ZAK
sr:competitor:45545,"Putintseva, Yulia",Kazakhstan,KAZ,PUT
sr:competitor:790640,"Marcinko, Petra",Croatia,HRV,MAR
sr:competitor:246941,"Lys, Eva",Germany,DEU,LYS
sr:competitor:335171,"Uchijima, Moyuka",Japan,JPN,UCH
sr:competitor:549759,"Krueger, Ashlyn",USA,USA,KRU
sr:competitor:51387,"Townsend, Taylor",USA,USA,TOW
sr:competitor:34486,"Tomljanovic, Ajla",Australia,AUS,TOM
sr:competitor:252223,"Rakhimova, Kamilla",Uzbekistan,UZB,RAK
sr:competitor:299310,"Sonmez, Zeynep",Turkiye,TUR,SON
sr:competitor:48455,"Golubic, Viktorija",Switzerland,CHE,GOL
sr:competitor:113079,"Grabher, Julia",Austria,AUT,GRA
sr:competitor:762762,"Seidel, Ella",Germany,DEU,SEI
sr:competitor:97995,"Galfi, Dalma",Hungary,HUN,GAL
sr:competitor:245295,"Waltert, Simona",Switzerland,CHE,WAL
sr:competitor:675191,"Jimenez Kasintseva, Victoria",Andorra,AND,JIM
sr:competitor:111189,"Zarazua, Renata",Mexico,MEX,ZAR
sr:competitor:369524,"Erjavec, Veronika",Slovenia,SVN,ERJ
sr:competitor:192130,"Blinkova, Anna",Neutral,,BLI
sr:competitor:198488,"Jones, Francesca",Great Britain,GBR,JON
sr:competitor:211262,"Danilovic, Olga",Serbia,SRB,DAN
sr:competitor:343160,"Volynets, Katie",USA,USA,VOL
sr:competitor:234150,"Potapova, Anastasia",Austria,AUT,POT
sr:competitor:254551,"Udvardy, Panna",Hungary,HUN,UDV
sr:competitor:205633,"Juvan, Kaja",Slovenia,SVN,JUV
sr:competitor:58515,"Collins, Danielle",USA,USA,COL
sr:competitor:133662,"Badosa, Paula",Spain,ESP,BAD
sr:competitor:721779,"Bartunkova, Nikola",Czechia,CZE,BAR
sr:competitor:318195,"Parry, Diane",France,FRA,PAR
sr:competitor:568715,"Semenistaja, Darja",Latvia,LVA,SEM
sr:competitor:801414,"Vandewinkel, Hanne",Belgium,BEL,VAN
sr:competitor:256547,"Parks, Alycia",USA,USA,PAR
sr:competitor:604388,"Tararudee, Lanlana",Thailand,THA,TAR
sr:competitor:88310,"Sherif Ahmed Abdelaziz, Maiar",Egypt,EGY,SHE
sr:competitor:225130,"Starodubtseva, Yuliia",Ukraine,UKR,STA
sr:competitor:208105,"Arango, Emiliana",Colombia,COL,ARA
sr:competitor:380704,"Snigur, Daria",Ukraine,UKR,SNI
sr:competitor:202363,"Sun, Lulu",New Zealand,NZL,SUN
sr:competitor:69988,"Korpatsch, Tamara",Germany,DEU,KOR
sr:competitor:124804,"Masarova, Rebeka",Switzerland,CHE,MAS
sr:competitor:19546,"Pavlyuchenkova, Anastasia",Neutral,,PAV
sr:competitor:906723,"Tagger, Lilli",Austria,AUT,TAG
sr:competitor:45902,"Sasnovich, Aliaksandra",Neutral,,SAS
sr:competitor:50641,"Vekic, Donna",Croatia,HRV,VEK
sr:competitor:501894,"Vidmanova, Darja",Czechia,CZE,VID
sr:competitor:210716,"Lamens, Suzan",Netherlands,NLD,LAM
sr:competitor:315609,"Kraus, Sinja",Austria,AUT,KRA
sr:competitor:526975,"Fruhvirtova, Linda",Czechia,CZE,FRU
sr:competitor:71034,"Sramkova, Rebecca",Slovakia,SVK,SRA
sr:competitor:112957,"Jeanjean, Leolia",France,FRA,JEA
sr:competitor:41877,"Yuan, Yue",China,CHN,YUA
sr:competitor:845268,"Korneeva, Alina",Neutral,,KOR
sr:competitor:595220,"Stakusic, Marina",Canada,CAN,STA
sr:competitor:90664,"Kalinina, Anhelina",Ukraine,UKR,KAL
sr:competitor:235260,"Chwalinska, Maja",Poland,POL,CHW
sr:competitor:662615,"Salkova, Dominika",Czechia,CZE,SAL
sr:competitor:110299,"Zidansek, Tamara",Slovenia,SVN,ZID
sr:competitor:42492,"Kawa, Katarzyna",Poland,POL,KAW
sr:competitor:807358,"Rakotomanga Rajaonah, Tiantsoa Sarah",France,FRA,RAK
sr:competitor:874195,"Quevedo, Kaitlin",Spain,ESP,QUE
sr:competitor:282219,"Sakatsume, Himeno",Japan,JPN,SAK
sr:competitor:341216,"Charaeva, Alina",Neutral,,CHA
sr:competitor:280657,"Garland, Joanna",Chinese Taipei,TPE,GAR
sr:competitor:87834,"Hon, Priscilla",Australia,AUS,HON
sr:competitor:123824,"Dolehide, Caroline",USA,USA,DOL
sr:competitor:99405,"Inglis, Maddison",Australia,AUS,ING
sr:competitor:19847,"Rus, Arantxa",Netherlands,NLD,RUS
sr:competitor:297588,"Romero Gormaz, Leyre",Spain,ESP,ROM
sr:competitor:45584,"Zhu, Lin",China,CHN,ZHU
sr:competitor:155890,"Stefanini, Lucrezia",Italy,ITA,STE
sr:competitor:720625,"Radivojevic, Lola",Serbia,SRB,RAD
sr:competitor:501140,"Klimovicova, Linda",Poland,POL,KLI
sr:competitor:217912,"Andreescu, Bianca",Canada,CAN,AND
sr:competitor:978117,"Jones, Emerson",Australia,AUS,JON
sr:competitor:675193,"Costoulas, Sofia",Belgium,BEL,COS
sr:competitor:675189,"Preston, Taylah",Australia,AUS,PRE
sr:competitor:467035,"Timofeeva, Maria",Neutral,,TIM
sr:competitor:227390,"Brancaccio, Nuria",Italy,ITA,BRA
sr:competitor:110055,"Bronzetti, Lucia",Italy,ITA,BRO
sr:competitor:467037,"Kudermetova, Polina",Uzbekistan,UZB,KUD
sr:competitor:380396,"Kalieva, Elvina",USA,USA,KAL
sr:competitor:18919,"Lepchenko, Varvara",USA,USA,LEP
sr:competitor:110803,"Minnen, Greet",Belgium,BEL,MIN
sr:competitor:496372,"Koevermans, Anouk",Netherlands,NLD,KOE
sr:competitor:750327,"Iatcenko, Polina",Neutral,,IAT
sr:competitor:1020125,"Kostovic, Teodora",Serbia,SRB,KOS
sr:competitor:260987,"Osuigwe, Whitney",USA,USA,OSU
sr:competitor:92879,"Shymanovich, Iryna",Neutral,,SHY
sr:competitor:45139,"Papamichail, Despina",Greece,GRC,PAP
sr:competitor:41374,"Tomova, Viktoriya",Bulgaria,BGR,TOM
sr:competitor:137962,"Day, Kayla",USA,USA,DAY
sr:competitor:48486,"Gorgodze, Ekaterine",Georgia,GEO,GOR
sr:competitor:356694,"Lee, Carol Young Suh",USA,USA,LEE
